PageRank Results for adaptec1
============================================================
Total components: 211447
Damping factor: 0.85
============================================================

Rank     Component                      PageRank Score 
124629   o116541                        0.00000242     
124630   o86733                         0.00000242     
124631   o135719                        0.00000242     
124632   o133325                        0.00000242     
124633   o96175                         0.00000242     
124634   o122587                        0.00000242     
124635   o103198                        0.00000242     
124636   o206430                        0.00000242     
124637   o206431                        0.00000242     
124638   o24578                         0.00000242     
124639   o140767                        0.00000242     
124640   o62646                         0.00000242     
124641   o24586                         0.00000242     
124642   o60869                         0.00000242     
124643   o58270                         0.00000242     
124644   o89727                         0.00000242     
124645   o46938                         0.00000242     
124646   o88277                         0.00000242     
124647   o22300                         0.00000242     
124648   o28497                         0.00000242     
124649   o136947                        0.00000242     
124650   o113227                        0.00000242     
124651   o5294                          0.00000242     
124652   o24616                         0.00000242     
124653   o174398                        0.00000242     
124654   o106682                        0.00000242     
124655   o48098                         0.00000242     
124656   o123663                        0.00000242     
124657   o82480                         0.00000242     
124658   o24592                         0.00000242     
124659   o67364                         0.00000242     
124660   o10737                         0.00000242     
124661   o88282                         0.00000242     
124662   o126890                        0.00000242     
124663   o122420                        0.00000242     
124664   o52396                         0.00000242     
124665   o116288                        0.00000242     
124666   o93165                         0.00000242     
124667   o4818                          0.00000242     
124668   o81425                         0.00000242     
124669   o7737                          0.00000242     
124670   o67764                         0.00000242     
124671   o119757                        0.00000242     
124672   o100160                        0.00000242     
124673   o162555                        0.00000242     
124674   o44433                         0.00000242     
124675   o28200                         0.00000242     
124676   o167747                        0.00000242     
124677   o80149                         0.00000242     
124678   o151308                        0.00000242     
124679   o154300                        0.00000242     
124680   o88470                         0.00000242     
124681   o141602                        0.00000242     
124682   o100004                        0.00000242     
124683   o100005                        0.00000242     
124684   o10678                         0.00000242     
124685   o24576                         0.00000242     
124686   o136893                        0.00000242     
124687   o136892                        0.00000242     
124688   o136891                        0.00000242     
124689   o136894                        0.00000242     
124690   o175482                        0.00000242     
124691   o95028                         0.00000242     
124692   o147467                        0.00000242     
124693   o25444                         0.00000242     
124694   o165213                        0.00000242     
124695   o26647                         0.00000242     
124696   o27796                         0.00000242     
124697   o54056                         0.00000242     
124698   o92832                         0.00000242     
124699   o78435                         0.00000242     
124700   o15987                         0.00000242     
124701   o204098                        0.00000242     
124702   o93278                         0.00000242     
124703   o112860                        0.00000242     
124704   o38433                         0.00000242     
124705   o208200                        0.00000242     
124706   o26876                         0.00000242     
124707   o28413                         0.00000242     
124708   o178168                        0.00000242     
124709   o106680                        0.00000242     
124710   o205079                        0.00000242     
124711   o4411                          0.00000242     
124712   o203898                        0.00000242     
124713   o45871                         0.00000242     
124714   o98400                         0.00000242     
124715   o80602                         0.00000242     
124716   o32785                         0.00000242     
124717   o29679                         0.00000242     
124718   o16480                         0.00000242     
124719   o10653                         0.00000242     
124720   o118895                        0.00000242     
124721   o66945                         0.00000242     
124722   o46937                         0.00000242     
124723   o202919                        0.00000242     
124724   o481                           0.00000242     
124725   o91713                         0.00000242     
124726   o98013                         0.00000242     
124727   o81680                         0.00000242     
124728   o2242                          0.00000242     
124729   o24610                         0.00000242     
124730   o76108                         0.00000242     
124731   o202188                        0.00000242     
124732   o4805                          0.00000242     
124733   o140912                        0.00000242     
124734   o24602                         0.00000242     
124735   o88288                         0.00000242     
124736   o24608                         0.00000242     
124737   o105457                        0.00000242     
124738   o111604                        0.00000242     
124739   o13925                         0.00000242     
124740   o13475                         0.00000242     
124741   o39983                         0.00000242     
124742   o127838                        0.00000242     
124743   o63780                         0.00000242     
124744   o100165                        0.00000242     
124745   o118209                        0.00000242     
124746   o123671                        0.00000242     
124747   o148420                        0.00000242     
124748   o167804                        0.00000242     
124749   o9117                          0.00000242     
124750   o88275                         0.00000242     
124751   o135671                        0.00000242     
124752   o86434                         0.00000242     
124753   o61856                         0.00000242     
124754   o27967                         0.00000242     
124755   o84898                         0.00000242     
124756   o100110                        0.00000242     
124757   o154842                        0.00000242     
124758   o123260                        0.00000242     
124759   o178073                        0.00000242     
124760   o100178                        0.00000242     
124761   o101365                        0.00000242     
124762   o202219                        0.00000242     
124763   o139843                        0.00000242     
124764   o17470                         0.00000242     
124765   o83086                         0.00000242     
124766   o39532                         0.00000242     
124767   o40235                         0.00000242     
124768   o40938                         0.00000242     
124769   o41641                         0.00000242     
124770   o42344                         0.00000242     
124771   o43047                         0.00000242     
124772   o43750                         0.00000242     
124773   o49511                         0.00000242     
124774   o51195                         0.00000242     
124775   o144634                        0.00000242     
124776   o4357                          0.00000242     
124777   o33069                         0.00000242     
124778   o151850                        0.00000242     
124779   o67652                         0.00000242     
124780   o147468                        0.00000242     
124781   o62647                         0.00000242     
124782   o22837                         0.00000242     
124783   o60870                         0.00000242     
124784   o30542                         0.00000242     
124785   o30551                         0.00000242     
124786   o14945                         0.00000242     
124787   o106677                        0.00000242     
124788   o197487                        0.00000242     
124789   o199371                        0.00000242     
124790   o199372                        0.00000242     
124791   o199373                        0.00000242     
124792   o119937                        0.00000242     
124793   o66840                         0.00000242     
124794   o124783                        0.00000242     
124795   o92820                         0.00000242     
124796   o84345                         0.00000242     
124797   o67038                         0.00000242     
124798   o1825                          0.00000242     
124799   o84253                         0.00000242     
124800   o88970                         0.00000242     
124801   o90112                         0.00000242     
124802   o165118                        0.00000242     
124803   o53738                         0.00000242     
124804   o84596                         0.00000242     
124805   o37619                         0.00000242     
124806   o108619                        0.00000242     
124807   o96168                         0.00000242     
124808   o134354                        0.00000242     
124809   o19692                         0.00000242     
124810   o53691                         0.00000242     
124811   o134744                        0.00000242     
124812   o38200                         0.00000242     
124813   o62528                         0.00000242     
124814   o167709                        0.00000242     
124815   o89726                         0.00000242     
124816   o100177                        0.00000242     
124817   o139969                        0.00000242     
124818   o4843                          0.00000242     
124819   o104712                        0.00000242     
124820   o88281                         0.00000242     
124821   o78998                         0.00000242     
124822   o133239                        0.00000242     
124823   o64811                         0.00000242     
124824   o105705                        0.00000242     
124825   o32885                         0.00000242     
124826   o93750                         0.00000242     
124827   o78891                         0.00000242     
124828   o89218                         0.00000242     
124829   o96087                         0.00000242     
124830   o37069                         0.00000242     
124831   o127931                        0.00000242     
124832   o97802                         0.00000242     
124833   o97803                         0.00000242     
124834   o62653                         0.00000242     
124835   o106631                        0.00000242     
124836   o60876                         0.00000242     
124837   o110978                        0.00000242     
124838   o85439                         0.00000242     
124839   o16467                         0.00000242     
124840   o136338                        0.00000242     
124841   o109306                        0.00000242     
124842   o88274                         0.00000242     
124843   o99227                         0.00000242     
124844   o113000                        0.00000242     
124845   o41389                         0.00000242     
124846   o113252                        0.00000242     
124847   o112565                        0.00000242     
124848   o123267                        0.00000242     
124849   o22796                         0.00000242     
124850   o10093                         0.00000242     
124851   o4202                          0.00000242     
124852   o131570                        0.00000242     
124853   o44650                         0.00000242     
124854   o97533                         0.00000242     
124855   o88280                         0.00000242     
124856   o8591                          0.00000242     
124857   o13957                         0.00000242     
124858   o22463                         0.00000242     
124859   o35498                         0.00000242     
124860   o88476                         0.00000242     
124861   o88283                         0.00000242     
124862   o141666                        0.00000242     
124863   o4606                          0.00000242     
124864   o99484                         0.00000242     
124865   o132434                        0.00000241     
124866   o44242                         0.00000241     
124867   o98511                         0.00000241     
124868   o22375                         0.00000241     
124869   o116454                        0.00000241     
124870   o117567                        0.00000241     
124871   o2928                          0.00000241     
124872   o197360                        0.00000241     
124873   o19204                         0.00000241     
124874   o16034                         0.00000241     
124875   o14411                         0.00000241     
124876   o162527                        0.00000241     
124877   o62648                         0.00000241     
124878   o60871                         0.00000241     
124879   o206531                        0.00000241     
124880   o162622                        0.00000241     
124881   o94095                         0.00000241     
124882   o141387                        0.00000241     
124883   o206313                        0.00000241     
124884   o205542                        0.00000241     
124885   o48159                         0.00000241     
124886   o87394                         0.00000241     
124887   o105346                        0.00000241     
124888   o206718                        0.00000241     
124889   o162565                        0.00000241     
124890   o143351                        0.00000241     
124891   o125863                        0.00000241     
124892   o35914                         0.00000241     
124893   o204083                        0.00000241     
124894   o1833                          0.00000241     
124895   o73845                         0.00000241     
124896   o57475                         0.00000241     
124897   o71932                         0.00000241     
124898   o131475                        0.00000241     
124899   o106683                        0.00000241     
124900   o139249                        0.00000241     
124901   o131434                        0.00000241     
124902   o19260                         0.00000241     
124903   o119870                        0.00000241     
124904   o170395                        0.00000241     
124905   o84094                         0.00000241     
124906   o67875                         0.00000241     
124907   o108981                        0.00000241     
124908   o84326                         0.00000241     
124909   o88326                         0.00000241     
124910   o596                           0.00000241     
124911   o603                           0.00000241     
124912   o621                           0.00000241     
124913   o693                           0.00000241     
124914   o145696                        0.00000241     
124915   o51951                         0.00000241     
124916   o112408                        0.00000241     
124917   o110178                        0.00000241     
124918   o44135                         0.00000241     
124919   o92021                         0.00000241     
124920   o113101                        0.00000241     
124921   o119747                        0.00000241     
124922   o37062                         0.00000241     
124923   o25778                         0.00000241     
124924   o100070                        0.00000241     
124925   o100553                        0.00000241     
124926   o35950                         0.00000241     
124927   o118054                        0.00000241     
124928   o147582                        0.00000241     
124929   o95541                         0.00000241     
124930   o79625                         0.00000241     
124931   o95765                         0.00000241     
124932   o208088                        0.00000241     
124933   o37635                         0.00000241     
124934   o19812                         0.00000241     
124935   o2183                          0.00000241     
124936   o67282                         0.00000241     
124937   o205842                        0.00000241     
124938   o127962                        0.00000241     
124939   o20827                         0.00000241     
124940   o6335                          0.00000241     
124941   o185846                        0.00000241     
124942   o154562                        0.00000241     
124943   o141352                        0.00000241     
124944   o84887                         0.00000241     
124945   o207177                        0.00000241     
124946   o204216                        0.00000241     
124947   o88271                         0.00000241     
124948   o46043                         0.00000241     
124949   o83988                         0.00000241     
124950   o121307                        0.00000241     
124951   o113099                        0.00000241     
124952   o208970                        0.00000241     
124953   o6213                          0.00000241     
124954   o13898                         0.00000241     
124955   o112999                        0.00000241     
124956   o77221                         0.00000241     
124957   o91620                         0.00000241     
124958   o127401                        0.00000241     
124959   o8071                          0.00000241     
124960   o75437                         0.00000241     
124961   o35900                         0.00000241     
124962   o44455                         0.00000241     
124963   o64699                         0.00000241     
124964   o88950                         0.00000241     
124965   o23310                         0.00000241     
124966   o118888                        0.00000241     
124967   o113086                        0.00000241     
124968   o28143                         0.00000241     
124969   o52050                         0.00000241     
124970   o113001                        0.00000241     
124971   o134355                        0.00000241     
124972   o28111                         0.00000241     
124973   o113098                        0.00000241     
124974   o4984                          0.00000241     
124975   o88263                         0.00000241     
124976   o138768                        0.00000241     
124977   o38071                         0.00000241     
124978   o100484                        0.00000241     
124979   o137640                        0.00000241     
124980   o88289                         0.00000241     
124981   o62652                         0.00000241     
124982   o96091                         0.00000241     
124983   o60875                         0.00000241     
124984   o117528                        0.00000241     
124985   o116483                        0.00000241     
124986   o67373                         0.00000241     
124987   o10440                         0.00000241     
124988   o87803                         0.00000241     
124989   o81679                         0.00000241     
124990   o106442                        0.00000241     
124991   o143556                        0.00000241     
124992   o7721                          0.00000241     
124993   o138083                        0.00000241     
124994   o53349                         0.00000241     
124995   o149331                        0.00000241     
124996   o15775                         0.00000241     
124997   o131468                        0.00000241     
124998   o103556                        0.00000241     
124999   o88298                         0.00000241     
125000   o143055                        0.00000241     
125001   o117766                        0.00000241     
125002   o150664                        0.00000241     
125003   o4875                          0.00000241     
125004   o83982                         0.00000241     
125005   o109515                        0.00000241     
125006   o109534                        0.00000241     
125007   o109535                        0.00000241     
125008   o109536                        0.00000241     
125009   o109537                        0.00000241     
125010   o109538                        0.00000241     
125011   o109539                        0.00000241     
125012   o109540                        0.00000241     
125013   o109541                        0.00000241     
125014   o109542                        0.00000241     
125015   o109543                        0.00000241     
125016   o109524                        0.00000241     
125017   o109525                        0.00000241     
125018   o109526                        0.00000241     
125019   o109527                        0.00000241     
125020   o109528                        0.00000241     
125021   o109529                        0.00000241     
125022   o109530                        0.00000241     
125023   o109531                        0.00000241     
125024   o109532                        0.00000241     
125025   o109533                        0.00000241     
125026   o109544                        0.00000241     
125027   o109545                        0.00000241     
125028   o109516                        0.00000241     
125029   o109517                        0.00000241     
125030   o109518                        0.00000241     
125031   o109519                        0.00000241     
125032   o109520                        0.00000241     
125033   o109521                        0.00000241     
125034   o109522                        0.00000241     
125035   o109523                        0.00000241     
125036   o109514                        0.00000241     
125037   o109510                        0.00000241     
125038   o109511                        0.00000241     
125039   o109512                        0.00000241     
125040   o109513                        0.00000241     
125041   o209659                        0.00000241     
125042   o67217                         0.00000241     
125043   o154265                        0.00000241     
125044   o120864                        0.00000241     
125045   o208943                        0.00000241     
125046   o151273                        0.00000241     
125047   o151052                        0.00000241     
125048   o32789                         0.00000241     
125049   o197505                        0.00000241     
125050   o199848                        0.00000241     
125051   o147453                        0.00000241     
125052   o45571                         0.00000241     
125053   o133123                        0.00000241     
125054   o113097                        0.00000241     
125055   o149107                        0.00000241     
125056   o138151                        0.00000241     
125057   o87856                         0.00000241     
125058   o113096                        0.00000241     
125059   o113095                        0.00000241     
125060   o88287                         0.00000241     
125061   o147459                        0.00000241     
125062   o23360                         0.00000241     
125063   o50694                         0.00000241     
125064   o64667                         0.00000241     
125065   o13572                         0.00000241     
125066   o60756                         0.00000241     
125067   o60762                         0.00000241     
125068   o23827                         0.00000241     
125069   o19186                         0.00000241     
125070   o16646                         0.00000241     
125071   o134353                        0.00000241     
125072   o50096                         0.00000241     
125073   o203553                        0.00000241     
125074   o135407                        0.00000241     
125075   o28579                         0.00000241     
125076   o128618                        0.00000241     
125077   o113094                        0.00000241     
125078   o151570                        0.00000241     
125079   o14414                         0.00000241     
125080   o110641                        0.00000241     
125081   o16432                         0.00000241     
125082   o88266                         0.00000241     
125083   o48086                         0.00000241     
125084   o6087                          0.00000241     
125085   o103991                        0.00000241     
125086   o29401                         0.00000241     
125087   o146021                        0.00000241     
125088   o146017                        0.00000241     
125089   o83980                         0.00000241     
125090   o5808                          0.00000241     
125091   o17510                         0.00000241     
125092   o35906                         0.00000241     
125093   o44449                         0.00000241     
125094   o91843                         0.00000241     
125095   o147460                        0.00000241     
125096   o7745                          0.00000241     
125097   o113093                        0.00000241     
125098   o136704                        0.00000241     
125099   o16537                         0.00000241     
125100   o142799                        0.00000241     
125101   o104646                        0.00000241     
125102   o71599                         0.00000241     
125103   o134361                        0.00000241     
125104   o11643                         0.00000241     
125105   o76099                         0.00000241     
125106   o10819                         0.00000241     
125107   o67224                         0.00000241     
125108   o88279                         0.00000241     
125109   o113002                        0.00000241     
125110   o20800                         0.00000241     
125111   o67555                         0.00000241     
125112   o134880                        0.00000241     
125113   o9826                          0.00000241     
125114   o203985                        0.00000241     
125115   o103560                        0.00000241     
125116   o56212                         0.00000241     
125117   o28470                         0.00000241     
125118   o11683                         0.00000241     
125119   o113092                        0.00000241     
125120   o203311                        0.00000241     
125121   o88291                         0.00000241     
125122   o20833                         0.00000241     
125123   o67289                         0.00000241     
125124   o16018                         0.00000241     
125125   o134360                        0.00000241     
125126   o1857                          0.00000241     
125127   o10710                         0.00000241     
125128   o114242                        0.00000241     
125129   o135664                        0.00000241     
125130   o78426                         0.00000241     
125131   o88264                         0.00000241     
125132   o2678                          0.00000241     
125133   o88276                         0.00000241     
125134   o83986                         0.00000241     
125135   o197168                        0.00000241     
125136   o196727                        0.00000241     
125137   o196843                        0.00000241     
125138   o205459                        0.00000241     
125139   o206413                        0.00000241     
125140   o205222                        0.00000241     
125141   o196641                        0.00000241     
125142   o196677                        0.00000241     
125143   o196864                        0.00000241     
125144   o196875                        0.00000241     
125145   o196878                        0.00000241     
125146   o196881                        0.00000241     
125147   o196893                        0.00000241     
125148   o197019                        0.00000241     
125149   o197028                        0.00000241     
125150   o197158                        0.00000241     
125151   o96207                         0.00000241     
125152   o112996                        0.00000241     
125153   o17875                         0.00000241     
125154   o4373                          0.00000241     
125155   o96095                         0.00000241     
125156   o110598                        0.00000241     
125157   o16974                         0.00000241     
125158   o88285                         0.00000241     
125159   o123271                        0.00000241     
125160   o34688                         0.00000241     
125161   o34687                         0.00000241     
125162   o118204                        0.00000241     
125163   o96542                         0.00000241     
125164   o44521                         0.00000241     
125165   o120828                        0.00000241     
125166   o125270                        0.00000241     
125167   o27181                         0.00000241     
125168   o208646                        0.00000241     
125169   o96678                         0.00000241     
125170   o39280                         0.00000241     
125171   o52923                         0.00000241     
125172   o88284                         0.00000241     
125173   o23266                         0.00000241     
125174   o89262                         0.00000241     
125175   o28883                         0.00000241     
125176   o10351                         0.00000241     
125177   o113091                        0.00000241     
125178   o138721                        0.00000241     
125179   o136627                        0.00000241     
125180   o22376                         0.00000241     
125181   o81074                         0.00000241     
125182   o138440                        0.00000241     
125183   o88290                         0.00000241     
125184   o112998                        0.00000241     
125185   o90028                         0.00000241     
125186   o57012                         0.00000241     
125187   o67620                         0.00000241     
125188   o70748                         0.00000240     
125189   o12281                         0.00000240     
125190   o67791                         0.00000240     
125191   o7150                          0.00000240     
125192   o83987                         0.00000240     
125193   o73822                         0.00000240     
125194   o88269                         0.00000240     
125195   o21078                         0.00000240     
125196   o136639                        0.00000240     
125197   o77018                         0.00000240     
125198   o116338                        0.00000240     
125199   o114126                        0.00000240     
125200   o112997                        0.00000240     
125201   o16210                         0.00000240     
125202   o204261                        0.00000240     
125203   o204257                        0.00000240     
125204   o113003                        0.00000240     
125205   o39579                         0.00000240     
125206   o95030                         0.00000240     
125207   o46936                         0.00000240     
125208   o121664                        0.00000240     
125209   o54224                         0.00000240     
125210   o88520                         0.00000240     
125211   o154973                        0.00000240     
125212   o207671                        0.00000240     
125213   o88420                         0.00000240     
125214   o81381                         0.00000240     
125215   o122364                        0.00000240     
125216   o62628                         0.00000240     
125217   o67406                         0.00000240     
125218   o60851                         0.00000240     
125219   o121724                        0.00000240     
125220   o30038                         0.00000240     
125221   o64682                         0.00000240     
125222   o90691                         0.00000240     
125223   o89195                         0.00000240     
125224   o81419                         0.00000240     
125225   o18108                         0.00000240     
125226   o89177                         0.00000240     
125227   o113087                        0.00000240     
125228   o2680                          0.00000240     
125229   o100164                        0.00000240     
125230   o28365                         0.00000240     
125231   o48470                         0.00000240     
125232   o112995                        0.00000240     
125233   o10605                         0.00000240     
125234   o132283                        0.00000240     
125235   o11125                         0.00000240     
125236   o35908                         0.00000240     
125237   o44451                         0.00000240     
125238   o17469                         0.00000240     
125239   o92933                         0.00000240     
125240   o76094                         0.00000240     
125241   o67407                         0.00000240     
125242   o132685                        0.00000240     
125243   o67611                         0.00000240     
125244   o151626                        0.00000240     
125245   o37820                         0.00000240     
125246   o105104                        0.00000240     
125247   o54763                         0.00000240     
125248   o114546                        0.00000240     
125249   o139836                        0.00000240     
125250   o50943                         0.00000240     
125251   o84131                         0.00000240     
125252   o34490                         0.00000240     
125253   o142798                        0.00000240     
125254   o134466                        0.00000240     
125255   o9827                          0.00000240     
125256   o116421                        0.00000240     
125257   o67326                         0.00000240     
125258   o77410                         0.00000240     
125259   o51242                         0.00000240     
125260   o151981                        0.00000240     
125261   o48902                         0.00000240     
125262   o139279                        0.00000240     
125263   o6031                          0.00000240     
125264   o138500                        0.00000240     
125265   o207051                        0.00000240     
125266   o25452                         0.00000240     
125267   o10208                         0.00000240     
125268   o117564                        0.00000240     
125269   o119857                        0.00000240     
125270   o42795                         0.00000240     
125271   o208173                        0.00000240     
125272   o82274                         0.00000240     
125273   o132686                        0.00000240     
125274   o137604                        0.00000240     
125275   o113005                        0.00000240     
125276   o125005                        0.00000240     
125277   o201718                        0.00000240     
125278   o77001                         0.00000240     
125279   o115915                        0.00000240     
125280   o5153                          0.00000240     
125281   o117566                        0.00000240     
125282   o4899                          0.00000240     
125283   o76100                         0.00000240     
125284   o98006                         0.00000240     
125285   o131077                        0.00000240     
125286   o139120                        0.00000240     
125287   o107424                        0.00000240     
125288   o92920                         0.00000240     
125289   o90669                         0.00000240     
125290   o49558                         0.00000240     
125291   o69683                         0.00000240     
125292   o43797                         0.00000240     
125293   o142802                        0.00000240     
125294   o64749                         0.00000240     
125295   o88432                         0.00000240     
125296   o197327                        0.00000240     
125297   o197317                        0.00000240     
125298   o36208                         0.00000240     
125299   o30541                         0.00000240     
125300   o30550                         0.00000240     
125301   o30529                         0.00000240     
125302   o154618                        0.00000240     
125303   o85934                         0.00000240     
125304   o142803                        0.00000240     
125305   o100002                        0.00000240     
125306   o62624                         0.00000240     
125307   o60847                         0.00000240     
125308   o148670                        0.00000240     
125309   o35902                         0.00000240     
125310   o44457                         0.00000240     
125311   o21094                         0.00000240     
125312   o138827                        0.00000240     
125313   o119935                        0.00000240     
125314   o42391                         0.00000240     
125315   o122121                        0.00000240     
125316   o113131                        0.00000240     
125317   o32790                         0.00000240     
125318   o206019                        0.00000240     
125319   o1533                          0.00000240     
125320   o205736                        0.00000240     
125321   o205737                        0.00000240     
125322   o91416                         0.00000240     
125323   o117770                        0.00000240     
125324   o117568                        0.00000240     
125325   o84892                         0.00000240     
125326   o203051                        0.00000240     
125327   o106685                        0.00000240     
125328   o203726                        0.00000240     
125329   o84133                         0.00000240     
125330   o138153                        0.00000240     
125331   o149422                        0.00000240     
125332   o37068                         0.00000240     
125333   o96280                         0.00000240     
125334   o143586                        0.00000240     
125335   o84132                         0.00000240     
125336   o106711                        0.00000240     
125337   o100074                        0.00000240     
125338   o74321                         0.00000240     
125339   o206346                        0.00000240     
125340   o67871                         0.00000240     
125341   o67788                         0.00000240     
125342   o20758                         0.00000240     
125343   o89185                         0.00000240     
125344   o78431                         0.00000240     
125345   o81356                         0.00000240     
125346   o51902                         0.00000240     
125347   o130335                        0.00000240     
125348   o146323                        0.00000240     
125349   o105719                        0.00000240     
125350   o10988                         0.00000240     
125351   o50616                         0.00000240     
125352   o50618                         0.00000240     
125353   o50617                         0.00000240     
125354   o205738                        0.00000240     
125355   o205739                        0.00000240     
125356   o30987                         0.00000240     
125357   o23222                         0.00000240     
125358   o122220                        0.00000240     
125359   o47342                         0.00000240     
125360   o84896                         0.00000240     
125361   o106637                        0.00000240     
125362   o44240                         0.00000240     
125363   o113090                        0.00000240     
125364   o30725                         0.00000240     
125365   o28748                         0.00000240     
125366   o5963                          0.00000240     
125367   o24915                         0.00000240     
125368   o23916                         0.00000240     
125369   o120006                        0.00000240     
125370   o120005                        0.00000240     
125371   o28543                         0.00000240     
125372   o122053                        0.00000240     
125373   o112994                        0.00000240     
125374   o85618                         0.00000240     
125375   o17997                         0.00000240     
125376   o67925                         0.00000240     
125377   o150938                        0.00000240     
125378   o112993                        0.00000240     
125379   o148671                        0.00000240     
125380   o121375                        0.00000240     
125381   o131108                        0.00000240     
125382   o67630                         0.00000240     
125383   o40985                         0.00000240     
125384   o118792                        0.00000240     
125385   o147577                        0.00000240     
125386   o96112                         0.00000240     
125387   o152147                        0.00000240     
125388   o4547                          0.00000240     
125389   o138875                        0.00000240     
125390   o95546                         0.00000240     
125391   o95542                         0.00000240     
125392   o17749                         0.00000240     
125393   o4948                          0.00000240     
125394   o45581                         0.00000240     
125395   o119675                        0.00000240     
125396   o105184                        0.00000240     
125397   o112990                        0.00000240     
125398   o142804                        0.00000240     
125399   o78890                         0.00000240     
125400   o116838                        0.00000240     
125401   o122124                        0.00000240     
125402   o46563                         0.00000240     
125403   o208952                        0.00000240     
125404   o145972                        0.00000240     
125405   o34488                         0.00000240     
125406   o100075                        0.00000240     
125407   o113085                        0.00000240     
125408   o37070                         0.00000240     
125409   o83981                         0.00000240     
125410   o53885                         0.00000240     
125411   o41688                         0.00000240     
125412   o37554                         0.00000240     
125413   o4587                          0.00000240     
125414   o112991                        0.00000240     
125415   o150937                        0.00000240     
125416   o51935                         0.00000240     
125417   o128221                        0.00000240     
125418   o28905                         0.00000240     
125419   o30757                         0.00000240     
125420   o29694                         0.00000240     
125421   o95893                         0.00000240     
125422   o67345                         0.00000240     
125423   o11922                         0.00000240     
125424   o136717                        0.00000240     
125425   o32787                         0.00000240     
125426   o96105                         0.00000240     
125427   o17693                         0.00000240     
125428   o210782                        0.00000240     
125429   o46178                         0.00000240     
125430   o104048                        0.00000240     
125431   o203894                        0.00000240     
125432   o22851                         0.00000240     
