PageRank Results for bigblue1
============================================================
Total components: 278164
Damping factor: 0.85
============================================================

Rank     Component                      PageRank Score 
154867   o31773                         0.00000195     
154868   o97503                         0.00000195     
154869   o82692                         0.00000195     
154870   o178017                        0.00000195     
154871   o47489                         0.00000195     
154872   o141193                        0.00000195     
154873   o74240                         0.00000195     
154874   o169588                        0.00000195     
154875   o15388                         0.00000195     
154876   o203399                        0.00000195     
154877   o127621                        0.00000195     
154878   o154983                        0.00000195     
154879   o201512                        0.00000195     
154880   o127661                        0.00000195     
154881   o236698                        0.00000195     
154882   o105985                        0.00000195     
154883   o141152                        0.00000195     
154884   o148146                        0.00000195     
154885   o191347                        0.00000195     
154886   o61679                         0.00000195     
154887   o61721                         0.00000195     
154888   o61722                         0.00000195     
154889   o147806                        0.00000195     
154890   o74025                         0.00000195     
154891   o206564                        0.00000195     
154892   o151257                        0.00000195     
154893   o241005                        0.00000195     
154894   o193077                        0.00000195     
154895   o248968                        0.00000195     
154896   o228274                        0.00000195     
154897   o92874                         0.00000195     
154898   o92589                         0.00000195     
154899   o198088                        0.00000195     
154900   o182026                        0.00000195     
154901   o273246                        0.00000195     
154902   o165642                        0.00000195     
154903   o127549                        0.00000195     
154904   o273278                        0.00000195     
154905   o138706                        0.00000195     
154906   o177077                        0.00000195     
154907   o177073                        0.00000195     
154908   o30408                         0.00000195     
154909   o57477                         0.00000195     
154910   o167628                        0.00000195     
154911   o18888                         0.00000195     
154912   o201174                        0.00000195     
154913   o262656                        0.00000195     
154914   o67058                         0.00000195     
154915   o67008                         0.00000195     
154916   o67021                         0.00000195     
154917   o262930                        0.00000195     
154918   o67037                         0.00000195     
154919   o67055                         0.00000195     
154920   o67080                         0.00000195     
154921   o263268                        0.00000195     
154922   o275907                        0.00000195     
154923   o275896                        0.00000195     
154924   o127510                        0.00000195     
154925   o31768                         0.00000195     
154926   o141101                        0.00000195     
154927   o201656                        0.00000195     
154928   o201780                        0.00000195     
154929   o168559                        0.00000195     
154930   o176699                        0.00000195     
154931   o176906                        0.00000195     
154932   o14327                         0.00000195     
154933   o176220                        0.00000195     
154934   o57016                         0.00000195     
154935   o80971                         0.00000195     
154936   o84078                         0.00000195     
154937   o87347                         0.00000195     
154938   o90594                         0.00000195     
154939   o93931                         0.00000195     
154940   o6311                          0.00000195     
154941   o89594                         0.00000195     
154942   o57422                         0.00000195     
154943   o120831                        0.00000195     
154944   o257131                        0.00000195     
154945   o256979                        0.00000195     
154946   o254779                        0.00000195     
154947   o86008                         0.00000195     
154948   o193909                        0.00000195     
154949   o31365                         0.00000195     
154950   o261777                        0.00000195     
154951   o79852                         0.00000195     
154952   o39845                         0.00000195     
154953   o120895                        0.00000195     
154954   o63936                         0.00000195     
154955   o39999                         0.00000195     
154956   o161592                        0.00000195     
154957   o72291                         0.00000195     
154958   o74059                         0.00000195     
154959   o75843                         0.00000195     
154960   o77699                         0.00000195     
154961   o182081                        0.00000195     
154962   o52107                         0.00000195     
154963   o59304                         0.00000195     
154964   o83105                         0.00000195     
154965   o86360                         0.00000195     
154966   o89624                         0.00000195     
154967   o92942                         0.00000195     
154968   o96220                         0.00000195     
154969   o230893                        0.00000195     
154970   o120870                        0.00000195     
154971   o178390                        0.00000195     
154972   o31364                         0.00000195     
154973   o54211                         0.00000195     
154974   o236827                        0.00000195     
154975   o20535                         0.00000195     
154976   o18214                         0.00000195     
154977   o20537                         0.00000195     
154978   o61709                         0.00000195     
154979   o186708                        0.00000195     
154980   o148103                        0.00000195     
154981   o31784                         0.00000195     
154982   o146309                        0.00000195     
154983   o134299                        0.00000195     
154984   o77683                         0.00000195     
154985   o147007                        0.00000195     
154986   o194842                        0.00000195     
154987   o273079                        0.00000195     
154988   o230975                        0.00000195     
154989   o277129                        0.00000195     
154990   o141067                        0.00000195     
154991   o115515                        0.00000195     
154992   o40039                         0.00000195     
154993   o134429                        0.00000195     
154994   o46483                         0.00000195     
154995   o37928                         0.00000195     
154996   o184955                        0.00000195     
154997   o222408                        0.00000195     
154998   o230852                        0.00000195     
154999   o30154                         0.00000195     
155000   o71604                         0.00000195     
155001   o119938                        0.00000195     
155002   o14711                         0.00000195     
155003   o56560                         0.00000195     
155004   o127609                        0.00000195     
155005   o125327                        0.00000195     
155006   o132064                        0.00000195     
155007   o138828                        0.00000195     
155008   o145567                        0.00000195     
155009   o152349                        0.00000195     
155010   o159087                        0.00000195     
155011   o213057                        0.00000195     
155012   o212128                        0.00000195     
155013   o205344                        0.00000195     
155014   o247214                        0.00000195     
155015   o104215                        0.00000195     
155016   o60458                         0.00000195     
155017   o37466                         0.00000195     
155018   o83627                         0.00000195     
155019   o170717                        0.00000195     
155020   o141063                        0.00000195     
155021   o152466                        0.00000195     
155022   o230730                        0.00000195     
155023   o12706                         0.00000195     
155024   o86156                         0.00000195     
155025   o257963                        0.00000195     
155026   o74588                         0.00000195     
155027   o160154                        0.00000195     
155028   o49492                         0.00000195     
155029   o49494                         0.00000195     
155030   o216191                        0.00000195     
155031   o80519                         0.00000195     
155032   o37350                         0.00000195     
155033   o61780                         0.00000195     
155034   o115467                        0.00000195     
155035   o147883                        0.00000195     
155036   o114870                        0.00000195     
155037   o87070                         0.00000195     
155038   o220385                        0.00000195     
155039   o216892                        0.00000195     
155040   o198264                        0.00000195     
155041   o141074                        0.00000195     
155042   o218891                        0.00000195     
155043   o134661                        0.00000195     
155044   o183872                        0.00000195     
155045   o97513                         0.00000195     
155046   o173399                        0.00000195     
155047   o261900                        0.00000195     
155048   o53751                         0.00000195     
155049   o56499                         0.00000195     
155050   o141140                        0.00000195     
155051   o237316                        0.00000195     
155052   o72477                         0.00000195     
155053   o6515                          0.00000195     
155054   o174085                        0.00000195     
155055   o47258                         0.00000195     
155056   o240904                        0.00000195     
155057   o55945                         0.00000195     
155058   o134377                        0.00000195     
155059   o70352                         0.00000195     
155060   o22553                         0.00000195     
155061   o72798                         0.00000195     
155062   o132070                        0.00000195     
155063   o185912                        0.00000195     
155064   o41096                         0.00000195     
155065   o207806                        0.00000195     
155066   o207860                        0.00000195     
155067   o219364                        0.00000195     
155068   o91793                         0.00000195     
155069   o226583                        0.00000195     
155070   o223115                        0.00000195     
155071   o18889                         0.00000195     
155072   o111528                        0.00000195     
155073   o116090                        0.00000195     
155074   o216321                        0.00000195     
155075   o237100                        0.00000195     
155076   o46175                         0.00000195     
155077   o178462                        0.00000195     
155078   o131009                        0.00000195     
155079   o231131                        0.00000195     
155080   o64004                         0.00000195     
155081   o204235                        0.00000195     
155082   o247207                        0.00000195     
155083   o228608                        0.00000195     
155084   o161457                        0.00000195     
155085   o231317                        0.00000195     
155086   o111493                        0.00000195     
155087   o197235                        0.00000195     
155088   o55713                         0.00000195     
155089   o272748                        0.00000195     
155090   o108832                        0.00000195     
155091   o165940                        0.00000195     
155092   o237141                        0.00000195     
155093   o73351                         0.00000195     
155094   o75135                         0.00000195     
155095   o76918                         0.00000195     
155096   o163586                        0.00000195     
155097   o77266                         0.00000195     
155098   o63956                         0.00000195     
155099   o222533                        0.00000195     
155100   o37464                         0.00000195     
155101   o37467                         0.00000195     
155102   o230934                        0.00000195     
155103   o205867                        0.00000195     
155104   o35662                         0.00000195     
155105   o139829                        0.00000195     
155106   o35779                         0.00000195     
155107   o127570                        0.00000195     
155108   o247921                        0.00000195     
155109   o147844                        0.00000195     
155110   o30524                         0.00000195     
155111   o52103                         0.00000195     
155112   o32222                         0.00000195     
155113   o230811                        0.00000195     
155114   o169074                        0.00000195     
155115   o52110                         0.00000195     
155116   o170710                        0.00000195     
155117   o193250                        0.00000195     
155118   o121635                        0.00000195     
155119   o89087                         0.00000195     
155120   o18911                         0.00000195     
155121   o207082                        0.00000195     
155122   o217855                        0.00000195     
155123   o84297                         0.00000195     
155124   o87570                         0.00000195     
155125   o90843                         0.00000195     
155126   o94151                         0.00000195     
155127   o32226                         0.00000195     
155128   o32225                         0.00000195     
155129   o32224                         0.00000195     
155130   o32223                         0.00000195     
155131   o61688                         0.00000195     
155132   o237240                        0.00000195     
155133   o154618                        0.00000195     
155134   o54210                         0.00000195     
155135   o207506                        0.00000195     
155136   o256485                        0.00000195     
155137   o121788                        0.00000195     
155138   o155536                        0.00000195     
155139   o155537                        0.00000195     
155140   o41138                         0.00000195     
155141   o147922                        0.00000195     
155142   o189581                        0.00000195     
155143   o222319                        0.00000195     
155144   o114921                        0.00000195     
155145   o22481                         0.00000195     
155146   o61687                         0.00000195     
155147   o37690                         0.00000195     
155148   o96942                         0.00000195     
155149   o52117                         0.00000195     
155150   o101521                        0.00000195     
155151   o154864                        0.00000195     
155152   o114304                        0.00000195     
155153   o35000                         0.00000195     
155154   o35830                         0.00000195     
155155   o125295                        0.00000195     
155156   o132032                        0.00000195     
155157   o138796                        0.00000195     
155158   o145536                        0.00000195     
155159   o152317                        0.00000195     
155160   o159054                        0.00000195     
155161   o207099                        0.00000195     
155162   o255070                        0.00000195     
155163   o162571                        0.00000195     
155164   o22035                         0.00000195     
155165   o204322                        0.00000195     
155166   o115053                        0.00000195     
155167   o189493                        0.00000195     
155168   o115054                        0.00000195     
155169   o119694                        0.00000195     
155170   o197616                        0.00000195     
155171   o119695                        0.00000195     
155172   o37463                         0.00000195     
155173   o167073                        0.00000195     
155174   o218622                        0.00000195     
155175   o208869                        0.00000195     
155176   o34007                         0.00000195     
155177   o63957                         0.00000195     
155178   o52121                         0.00000195     
155179   o108375                        0.00000195     
155180   o179823                        0.00000195     
155181   o198624                        0.00000195     
155182   o83956                         0.00000195     
155183   o228752                        0.00000195     
155184   o187336                        0.00000195     
155185   o195460                        0.00000195     
155186   o161657                        0.00000195     
155187   o24712                         0.00000195     
155188   o90139                         0.00000195     
155189   o246567                        0.00000195     
155190   o61681                         0.00000195     
155191   o203314                        0.00000195     
155192   o198089                        0.00000195     
155193   o205720                        0.00000195     
155194   o277035                        0.00000195     
155195   o21710                         0.00000195     
155196   o190241                        0.00000195     
155197   o77910                         0.00000195     
155198   o218641                        0.00000195     
155199   o160467                        0.00000195     
155200   o168602                        0.00000195     
155201   o176742                        0.00000195     
155202   o184792                        0.00000195     
155203   o192914                        0.00000195     
155204   o163554                        0.00000195     
155205   o134304                        0.00000195     
155206   o234955                        0.00000195     
155207   o127648                        0.00000195     
155208   o5635                          0.00000195     
155209   o15                            0.00000195     
155210   o228603                        0.00000195     
155211   o222240                        0.00000195     
155212   o69989                         0.00000195     
155213   o127531                        0.00000195     
155214   o22010                         0.00000195     
155215   o264591                        0.00000195     
155216   o209625                        0.00000195     
155217   o51211                         0.00000195     
155218   o204175                        0.00000195     
155219   o71828                         0.00000195     
155220   o154644                        0.00000195     
155221   o264554                        0.00000195     
155222   o119518                        0.00000195     
155223   o207134                        0.00000195     
155224   o130763                        0.00000195     
155225   o111519                        0.00000195     
155226   o144495                        0.00000195     
155227   o33308                         0.00000195     
155228   o98749                         0.00000195     
155229   o273449                        0.00000195     
155230   o154683                        0.00000195     
155231   o141192                        0.00000195     
155232   o41526                         0.00000195     
155233   o167065                        0.00000195     
155234   o134642                        0.00000195     
155235   o260389                        0.00000195     
155236   o276957                        0.00000195     
155237   o66988                         0.00000195     
155238   o262660                        0.00000195     
155239   o66950                         0.00000195     
155240   o263260                        0.00000195     
155241   o66993                         0.00000195     
155242   o66976                         0.00000195     
155243   o66934                         0.00000195     
155244   o66996                         0.00000195     
155245   o263287                        0.00000195     
155246   o66991                         0.00000195     
155247   o99843                         0.00000195     
155248   o185909                        0.00000195     
155249   o166424                        0.00000195     
155250   o166438                        0.00000195     
155251   o125239                        0.00000195     
155252   o182666                        0.00000195     
155253   o190559                        0.00000195     
155254   o182652                        0.00000195     
155255   o207507                        0.00000195     
155256   o147805                        0.00000195     
155257   o174562                        0.00000195     
155258   o174576                        0.00000195     
155259   o182152                        0.00000195     
155260   o190744                        0.00000195     
155261   o190758                        0.00000195     
155262   o154696                        0.00000195     
155263   o151945                        0.00000195     
155264   o246824                        0.00000195     
155265   o218660                        0.00000195     
155266   o218170                        0.00000195     
155267   o198626                        0.00000195     
155268   o237373                        0.00000195     
155269   o109288                        0.00000195     
155270   o153394                        0.00000195     
155271   o127870                        0.00000195     
155272   o61669                         0.00000195     
155273   o198887                        0.00000195     
155274   o198901                        0.00000195     
155275   o196030                        0.00000195     
155276   o265409                        0.00000195     
155277   o30658                         0.00000195     
155278   o35726                         0.00000195     
155279   o115329                        0.00000195     
155280   o31687                         0.00000195     
155281   o24698                         0.00000195     
155282   o276983                        0.00000195     
155283   o200800                        0.00000195     
155284   o209284                        0.00000195     
155285   o159532                        0.00000195     
155286   o212442                        0.00000195     
155287   o212449                        0.00000195     
155288   o74987                         0.00000195     
155289   o219466                        0.00000195     
155290   o58998                         0.00000195     
155291   o163392                        0.00000195     
155292   o92257                         0.00000195     
155293   o236439                        0.00000195     
155294   o18941                         0.00000195     
155295   o18940                         0.00000195     
155296   o18939                         0.00000195     
155297   o18938                         0.00000195     
155298   o18937                         0.00000195     
155299   o17026                         0.00000195     
155300   o190172                        0.00000195     
155301   o277489                        0.00000195     
155302   o159478                        0.00000195     
155303   o182149                        0.00000195     
155304   o219088                        0.00000195     
155305   o104761                        0.00000195     
155306   o163072                        0.00000195     
155307   o106202                        0.00000195     
155308   o216109                        0.00000195     
155309   o51531                         0.00000195     
155310   o257454                        0.00000195     
155311   o231093                        0.00000195     
155312   o218679                        0.00000195     
155313   o277009                        0.00000195     
155314   o183312                        0.00000195     
155315   o82063                         0.00000195     
155316   o69935                         0.00000195     
155317   o219002                        0.00000195     
155318   o97569                         0.00000195     
155319   o237335                        0.00000195     
155320   o121608                        0.00000195     
155321   o66427                         0.00000195     
155322   o179795                        0.00000195     
155323   o178151                        0.00000195     
155324   o231112                        0.00000195     
155325   o83545                         0.00000195     
155326   o14322                         0.00000195     
155327   o32799                         0.00000195     
155328   o61731                         0.00000195     
155329   o154605                        0.00000195     
155330   o166682                        0.00000195     
155331   o68346                         0.00000195     
155332   o96633                         0.00000195     
155333   o100943                        0.00000195     
155334   o143089                        0.00000195     
155335   o60447                         0.00000195     
155336   o76006                         0.00000195     
155337   o18910                         0.00000195     
155338   o203396                        0.00000195     
155339   o58356                         0.00000195     
155340   o59308                         0.00000195     
155341   o23515                         0.00000195     
155342   o25650                         0.00000195     
155343   o159009                        0.00000195     
155344   o107033                        0.00000195     
155345   o237693                        0.00000195     
155346   o60442                         0.00000195     
155347   o99721                         0.00000195     
155348   o196262                        0.00000195     
155349   o48556                         0.00000194     
155350   o205938                        0.00000194     
155351   o96414                         0.00000194     
155352   o247216                        0.00000194     
155353   o128378                        0.00000194     
155354   o37900                         0.00000194     
155355   o123937                        0.00000194     
155356   o123938                        0.00000194     
155357   o123939                        0.00000194     
155358   o130708                        0.00000194     
155359   o130709                        0.00000194     
155360   o130710                        0.00000194     
155361   o137463                        0.00000194     
155362   o137464                        0.00000194     
155363   o137465                        0.00000194     
155364   o144225                        0.00000194     
155365   o144226                        0.00000194     
155366   o144227                        0.00000194     
155367   o150983                        0.00000194     
155368   o150984                        0.00000194     
155369   o150985                        0.00000194     
155370   o157723                        0.00000194     
155371   o157724                        0.00000194     
155372   o157725                        0.00000194     
155373   o44970                         0.00000194     
155374   o113336                        0.00000194     
155375   o161399                        0.00000194     
155376   o243791                        0.00000194     
155377   o218094                        0.00000194     
155378   o237257                        0.00000194     
155379   o47268                         0.00000194     
155380   o82006                         0.00000194     
155381   o57225                         0.00000194     
155382   o118690                        0.00000194     
155383   o224050                        0.00000194     
155384   o258316                        0.00000194     
155385   o14710                         0.00000194     
155386   o86677                         0.00000194     
155387   o31672                         0.00000194     
155388   o189890                        0.00000194     
155389   o154579                        0.00000194     
155390   o179765                        0.00000194     
155391   o198384                        0.00000194     
155392   o101087                        0.00000194     
155393   o175763                        0.00000194     
155394   o7171                          0.00000194     
155395   o79685                         0.00000194     
155396   o212456                        0.00000194     
155397   o209759                        0.00000194     
155398   o187874                        0.00000194     
155399   o132181                        0.00000194     
155400   o148774                        0.00000194     
155401   o148775                        0.00000194     
155402   o245931                        0.00000194     
155403   o141423                        0.00000194     
155404   o106869                        0.00000194     
155405   o61686                         0.00000194     
155406   o80649                         0.00000194     
155407   o31771                         0.00000194     
155408   o83859                         0.00000194     
155409   o37334                         0.00000194     
155410   o30519                         0.00000194     
155411   o188897                        0.00000194     
155412   o228743                        0.00000194     
155413   o222594                        0.00000194     
155414   o30149                         0.00000194     
155415   o237295                        0.00000194     
155416   o211417                        0.00000194     
155417   o90371                         0.00000194     
155418   o31363                         0.00000194     
155419   o30652                         0.00000194     
155420   o182163                        0.00000194     
155421   o154566                        0.00000194     
155422   o237314                        0.00000194     
155423   o122694                        0.00000194     
155424   o237297                        0.00000194     
155425   o120670                        0.00000194     
155426   o141062                        0.00000194     
155427   o113756                        0.00000194     
155428   o14703                         0.00000194     
155429   o198773                        0.00000194     
155430   o171728                        0.00000194     
155431   o30401                         0.00000194     
155432   o52124                         0.00000194     
155433   o53752                         0.00000194     
155434   o165947                        0.00000194     
155435   o193133                        0.00000194     
155436   o99173                         0.00000194     
155437   o99170                         0.00000194     
155438   o145640                        0.00000194     
155439   o237238                        0.00000194     
155440   o30641                         0.00000194     
155441   o124143                        0.00000194     
155442   o66484                         0.00000194     
155443   o270946                        0.00000194     
155444   o270900                        0.00000194     
155445   o270899                        0.00000194     
155446   o270949                        0.00000194     
155447   o270950                        0.00000194     
155448   o270898                        0.00000194     
155449   o35024                         0.00000194     
155450   o206347                        0.00000194     
155451   o85533                         0.00000194     
155452   o76026                         0.00000194     
155453   o98711                         0.00000194     
155454   o83916                         0.00000194     
155455   o14293                         0.00000194     
155456   o191614                        0.00000194     
155457   o112743                        0.00000194     
155458   o110694                        0.00000194     
155459   o135729                        0.00000194     
155460   o142490                        0.00000194     
155461   o247540                        0.00000194     
155462   o90818                         0.00000194     
155463   o268473                        0.00000194     
155464   o237276                        0.00000194     
155465   o77889                         0.00000194     
155466   o86651                         0.00000194     
155467   o190248                        0.00000194     
155468   o255144                        0.00000194     
155469   o30274                         0.00000194     
155470   o12722                         0.00000194     
155471   o154906                        0.00000194     
155472   o31675                         0.00000194     
155473   o74023                         0.00000194     
155474   o254827                        0.00000194     
155475   o35004                         0.00000194     
155476   o138147                        0.00000194     
155477   o144890                        0.00000194     
155478   o75087                         0.00000194     
155479   o49218                         0.00000194     
155480   o207490                        0.00000194     
155481   o255460                        0.00000194     
155482   o152772                        0.00000194     
155483   o175764                        0.00000194     
155484   o163022                        0.00000194     
155485   o47397                         0.00000194     
155486   o138565                        0.00000194     
155487   o161344                        0.00000194     
155488   o216108                        0.00000194     
155489   o97514                         0.00000194     
155490   o58925                         0.00000194     
155491   o260016                        0.00000194     
155492   o58935                         0.00000194     
155493   o254987                        0.00000194     
155494   o165939                        0.00000194     
155495   o234798                        0.00000194     
155496   o191434                        0.00000194     
155497   o187906                        0.00000194     
155498   o41305                         0.00000194     
155499   o236938                        0.00000194     
155500   o101277                        0.00000194     
155501   o85181                         0.00000194     
155502   o30664                         0.00000194     
155503   o188277                        0.00000194     
155504   o161310                        0.00000194     
155505   o51336                         0.00000194     
155506   o114034                        0.00000194     
155507   o237333                        0.00000194     
155508   o182080                        0.00000194     
155509   o183927                        0.00000194     
155510   o36614                         0.00000194     
155511   o74219                         0.00000194     
155512   o79746                         0.00000194     
155513   o61672                         0.00000194     
155514   o175158                        0.00000194     
155515   o169728                        0.00000194     
155516   o168822                        0.00000194     
155517   o100870                        0.00000194     
155518   o134639                        0.00000194     
155519   o18927                         0.00000194     
155520   o18926                         0.00000194     
155521   o18925                         0.00000194     
155522   o18924                         0.00000194     
155523   o18923                         0.00000194     
155524   o18922                         0.00000194     
155525   o18921                         0.00000194     
155526   o18920                         0.00000194     
155527   o86291                         0.00000194     
155528   o86012                         0.00000194     
155529   o242984                        0.00000194     
155530   o11755                         0.00000194     
155531   o60284                         0.00000194     
155532   o60295                         0.00000194     
155533   o60299                         0.00000194     
155534   o60300                         0.00000194     
155535   o91757                         0.00000194     
155536   o97516                         0.00000194     
155537   o172331                        0.00000194     
155538   o161997                        0.00000194     
155539   o167597                        0.00000194     
155540   o199492                        0.00000194     
155541   o104798                        0.00000194     
155542   o22607                         0.00000194     
155543   o21195                         0.00000194     
155544   o84847                         0.00000194     
155545   o237259                        0.00000194     
155546   o181626                        0.00000194     
155547   o206349                        0.00000194     
155548   o218698                        0.00000194     
155549   o237278                        0.00000194     
155550   o196224                        0.00000194     
155551   o183841                        0.00000194     
155552   o237352                        0.00000194     
155553   o194103                        0.00000194     
155554   o128754                        0.00000194     
155555   o75024                         0.00000194     
155556   o190252                        0.00000194     
155557   o14784                         0.00000194     
155558   o58135                         0.00000194     
155559   o8838                          0.00000194     
155560   o122736                        0.00000194     
155561   o79540                         0.00000194     
155562   o7053                          0.00000194     
155563   o237371                        0.00000194     
155564   o72457                         0.00000194     
155565   o6983                          0.00000194     
155566   o31783                         0.00000194     
155567   o137654                        0.00000194     
155568   o139975                        0.00000194     
155569   o277501                        0.00000194     
155570   o145367                        0.00000194     
155571   o96931                         0.00000194     
155572   o218755                        0.00000194     
155573   o218736                        0.00000194     
155574   o237354                        0.00000194     
155575   o164247                        0.00000194     
155576   o207491                        0.00000194     
155577   o15413                         0.00000194     
155578   o241174                        0.00000194     
155579   o99211                         0.00000194     
155580   o134841                        0.00000194     
155581   o116782                        0.00000194     
155582   o8629                          0.00000194     
155583   o56020                         0.00000194     
155584   o160805                        0.00000194     
155585   o160800                        0.00000194     
155586   o231894                        0.00000194     
155587   o237315                        0.00000194     
155588   o162130                        0.00000194     
155589   o88264                         0.00000194     
155590   o73571                         0.00000194     
155591   o258239                        0.00000194     
155592   o38399                         0.00000194     
155593   o38401                         0.00000194     
155594   o115466                        0.00000194     
155595   o237809                        0.00000194     
155596   o209861                        0.00000194     
155597   o199485                        0.00000194     
155598   o205778                        0.00000194     
155599   o73403                         0.00000194     
155600   o205316                        0.00000194     
155601   o201019                        0.00000194     
155602   o177                           0.00000194     
155603   o709                           0.00000194     
155604   o7289                          0.00000194     
155605   o249324                        0.00000194     
155606   o249330                        0.00000194     
155607   o24763                         0.00000194     
155608   o105272                        0.00000194     
155609   o249830                        0.00000194     
155610   o249524                        0.00000194     
155611   o249553                        0.00000194     
155612   o249580                        0.00000194     
155613   o249611                        0.00000194     
155614   o197852                        0.00000194     
155615   o249638                        0.00000194     
155616   o214620                        0.00000194     
155617   o261674                        0.00000194     
155618   o250190                        0.00000194     
155619   o250206                        0.00000194     
155620   o253705                        0.00000194     
155621   o253608                        0.00000194     
155622   o253706                        0.00000194     
155623   o253609                        0.00000194     
155624   o253704                        0.00000194     
155625   o253607                        0.00000194     
155626   o253081                        0.00000194     
155627   o253362                        0.00000194     
155628   o253082                        0.00000194     
155629   o253363                        0.00000194     
155630   o49303                         0.00000194     
155631   o201173                        0.00000194     
155632   o52128                         0.00000194     
155633   o85236                         0.00000194     
155634   o171544                        0.00000194     
155635   o63999                         0.00000194     
155636   o40025                         0.00000194     
155637   o31676                         0.00000194     
155638   o14301                         0.00000194     
155639   o201424                        0.00000194     
155640   o53339                         0.00000194     
155641   o51667                         0.00000194     
155642   o218813                        0.00000194     
155643   o108494                        0.00000194     
155644   o156550                        0.00000194     
155645   o226771                        0.00000194     
155646   o226778                        0.00000194     
155647   o239280                        0.00000194     
155648   o245347                        0.00000194     
155649   o245444                        0.00000194     
155650   o128554                        0.00000194     
155651   o190255                        0.00000194     
155652   o63966                         0.00000194     
155653   o91553                         0.00000194     
155654   o246308                        0.00000194     
155655   o39911                         0.00000194     
155656   o106894                        0.00000194     
155657   o7159                          0.00000194     
155658   o266291                        0.00000194     
155659   o61664                         0.00000194     
155660   o186566                        0.00000194     
155661   o93553                         0.00000194     
155662   o203363                        0.00000194     
155663   o16934                         0.00000194     
155664   o234802                        0.00000194     
155665   o218907                        0.00000194     
155666   o139734                        0.00000194     
155667   o161566                        0.00000194     
155668   o69937                         0.00000194     
155669   o176841                        0.00000194     
155670   o106888                        0.00000194     
